name,altitude_agl,angular_vel_z,compass_hdg,yaw,angular_vel_y,angular_vel_x,pitch,linear_vel_x,altitude_amsl,altitude_relative,battery_volts,ros_time,linear_vel_z,linear_vel_y,longitude,latitude,roll
42point,null	,-0.1973039209842682	,217.49	,-130.77153882624918	,0.053019721060991266	,0.02284727245569229	,17.41165483597991	,-2.38301595	,0.08998356759548187	,49.953	,12.192999839782715	,1579810140	,9.6497436	,-0.3824593499999988	,-3.0062457	,51.7096174	,2.658464157998935	
43point,null	,-0.04584622755646705	,226.32	,-137.2214503840323	,-0.03147916123270989	,-0.11168695241212845	,20.496309991582944	,-2.6281822	,0.08998356759548187	,49.954	,12.192999839782715	,1579810141	,9.44380395	,-0.30400614999999886	,-3.0062775	,51.7095883	,0.6417600387419001	
44point,null	,0.22019603848457336	,222.57	,-132.5685069553662	,0.05989792943000796	,0.008971082046627998	,18.307888353206884	,-2.93218835	,0.08998356759548187	,49.962	,12.192999839782715	,1579810142	,9.3947707	,-0.07845319999999885	,-3.0063228	,51.7095592	,-3.5278908902809074	
45point,null	,0.0805785059928894	,212.82	,-122.8156525187483	,0.04226892068982125	,-0.03749743849039078	,20.76587365246125	,-2.97141495	,0.08998356759548187	,49.969	,12.192999839782715	,1579810143	,9.36535075	,0.17651970000000114	,-3.0063684	,51.7095268	,-2.544176523607814	
46point,null	,0.06684119254350662	,208.56	,-118.55752134486558	,0.04567155987024308	,-0.0010293403174728155	,23.560471164581347	,-3.2558078	,0.08998356759548187	,49.976	,12.192999839782715	,1579810144	,9.2770909	,0.009806650000001136	,-3.0064113	,51.7094891	,-2.251186807980247	
47point,null	,0.014220716431736943	,206.25	,-116.24275657476993	,0.027888843789696697	,-0.007712687365710735	,25.568307723944155	,-3.54020065	,0.08998356759548187	,49.981	,12.192999839782715	,1579810145	,9.12999115	,0.07845320000000111	,-3.0064525	,51.7094447	,-1.5442540113125829	
48point,null	,0.012872408144176003	,205.49	,-115.48297999187606	,0.021253429353237152	,0.0002470205072313547	,26.816191823041947	,-3.83440015	,0.08998356759548187	,49.987	,12.192999839782715	,1579810146	,9.0417313	,-0.0588398999999989	,-3.0064946	,51.7093942	,-1.3876322241154897	
49point,null	,0.0027911213692277644	,205.08	,-115.07825030241777	,0.01994389295578003	,-0.005905441008508205	,27.818052508235883	,-4.1482129500000005	,0.08998356759548187	,49.992	,12.192999839782715	,1579810147	,8.8848249	,-0.20593964999999892	,-3.0065378	,51.7093388	,-1.247172158598526	
50point,null	,0.002653900999575851	,204.91	,-114.90533723338974	,0.017017215490341187	,-0.003760639112442732	,28.74667819760164	,-4.2953127	,0.08998356759548187	,49.996	,12.192999839782715	,1579810148	,8.7867584	,-0.16671304999999892	,-3.0065828	,51.7092796	,-1.2569765749869657	
51point,null	,0.00178808474447578	,204.86	,-114.85651504120244	,0.01567641645669937	,-0.006656610406935215	,29.335594183313084	,-4.4522191	,0.08998356759548187	,49.996	,12.192999839782715	,1579810149	,8.7671451	,-0.18632634999999892	,-3.0066294	,51.7092175	,-1.3303409175225367	
52point,null	,-0.0033370337914675257	,204.75	,-114.74507367470454	,-0.17746827006340027	,-0.004009965341538191	,25.140893268704975	,-4.65815875	,0.08998356759548187	,49.999	,12.192999839782715	,1579810150	,8.75733845	,-0.22555294999999892	,-3.0066775	,51.709153	,-1.4038621409656133	
53point,null	,0.0002841604873538122	,204.85	,-114.84666590841931	,-0.0855829268693924	,-0.0001239024568349123	,21.261781244697318	,-4.4129925	,0.08998356759548187	,50.009	,12.192999839782715	,1579810151	,8.77695175	,-0.25497289999999895	,-3.0067244	,51.7090899	,-1.4372223856975455	
54point,null	,-0.0040313862264156255	,204.97	,-114.96141308647553	,-0.06920191645622253	,0.0010299328714609146	,17.2035423870642	,-3.97169325	,0.08998356759548187	,50.004	,12.192999839782715	,1579810152	,8.97308475	,-0.1961329999999989	,-3.0067651	,51.7090338	,-1.2888596845891687	
55point,null	,-0.00807462912052869	,205.37	,-115.363861492751	,-0.06478339433670044	,0.0068425824865698814	,12.934623783161104	,-3.334261	,0.08998356759548187	,49.994	,12.241999626159668	,1579810153	,9.32612415	,-0.23535959999999886	,-3.0067995	,51.7089862	,-0.9728141318096902	
56point,null	,-0.0188748575747013	,206.19	,-116.18668072168411	,-0.07343290001153946	,0.01455717347562313	,8.676809359301156	,-2.5889556000000002	,0.08998356759548187	,49.985	,12.241999626159668	,1579810154	,9.5320638	,-0.1961329999999988	,-3.0068273	,51.7089475	,-0.6003638630080426	
57point,null	,-0.04059457406401633	,207.93	,-117.92755933733697	,-0.08906687051057816	,0.009757205843925476	,3.9451855664910673	,-1.91229675	,0.08998356759548187	,49.975	,12.241999626159668	,1579810155	,9.6889702	,-0.1372930999999988	,-3.0068487	,51.7089185	,-0.19451119440068157	
58point,null	,0.001987266354262845	,210.55	,-120.54128148740406	,-0.13267864286899567	,0.005248020403087139	,-2.166603452846095	,-1.176798	,0.08998356759548187	,49.969	,12.241999626159668	,1579810156	,9.8458766	,-0.1274864499999988	,-3.0068585	,51.7089059	,0.29531958386691115	
59point,null	,0.0008675296558067262	,209.55	,-119.54895062364962	,-0.0488930344581604	,0.04200892895460129	,-3.903382247449645	,-0.2549729	,0.08998356759548187	,49.963	,12.241999626159668	,1579810157	,9.87529655	,-0.03922659999999879	,-3.0068691	,51.7088933	,0.8349176283873034	
60point,null	,0.006541860289871697	,209.97	,-119.96281910621737	,-0.03193927928805351	,0.03532244637608528	,-5.902766874601374	,0.2549729	,0.08998356759548187	,49.96	,12.241999626159668	,1579810158	,9.81645665	,0.1470997500000012	,-3.0068721	,51.7088909	,3.0085397409358245	
61point,null	,0.002878348343074325	,209.79	,-119.78243381023734	,-0.028124285861849785	,0.0232965350151062	,-7.0938408752775866	,0.75511205	,0.08998356759548187	,49.962	,12.241999626159668	,1579810159	,9.8262633	,0.3236194500000012	,-3.0068718	,51.7088963	,4.1402775404146075	
62point,null	,-1.4531307220458984	,242.33	,-152.3268235448657	,0.07672770321369153	,0.14478394389152527	,-7.240730496681055	,0.93163175	,0.08998356759548187	,49.96	,12.241999626159668	,1579810160	,9.7478101	,0.8727918500000013	,-3.0068707	,51.7089151	,9.729802548169094	
63point,null	,-0.9306968450546265	,316.35	,133.65203951387497	,0.004378565587103253	,0.07641813158988953	,12.367749671674959	,-0.99047165	,0.08998356759548187	,49.968	,12.192999839782715	,1579810161	,9.7085835	,1.5298374000000012	,-3.0068674	,51.7089369	,10.272543039996638	
64point,null	,-0.6276184916496277	,8.17	,81.82153319537403	,0.031208399683237	,-0.28465181589126587	,19.466027181705297	,-2.3143694	,0.08998356759548187	,49.967	,12.192999839782715	,1579810162	,9.5909037	,0.13729310000000117	,-3.0068666	,51.708954	,-5.317869174556056	
65point,null	,0.25494930148124695	,359.66	,90.34515768665193	,0.0644887834787369	,0.08720260113477707	,23.323881949468575	,-2.8439285	,0.08998356759548187	,49.966	,12.192999839782715	,1579810163	,9.48303055	,-0.5982056499999988	,-3.0068652	,51.7089895	,2.2270395279432953	
66point,null	,-0.09487093985080719	,4.07	,85.9221520961466	,0.02283588796854018	,-0.0295020192861557	,24.684938868018893	,-3.4127142	,0.08998356759548187	,49.97	,12.192999839782715	,1579810164	,9.16921775	,-0.09806649999999889	,-3.006865	,51.7090538	,-2.692719691120682	
67point,null	,0.03901819512248039	,1.95	,88.04394438539552	,0.012335055507719522	,0.0012594466097652912	,25.947470307791782	,-3.7853669	,0.08998356759548187	,49.973	,12.192999839782715	,1579810165	,8.99269805	,-0.2745861999999989	,-3.0068631	,51.7090859	,-0.5407476774155131	
68point,null	,-0.009631022810935976	,2.89	,87.10558546301908	,0.015047633089125155	,-0.0007635883521288633	,27.03170136682877	,-3.99130655	,0.08998356759548187	,49.979	,12.192999839782715	,1579810166	,8.97308475	,-0.1863263499999989	,-3.0068599	,51.7091436	,-1.7221220624183657	
69point,null	,0.008681530132889746	,2.35	,87.64848390297121	,0.018976010382175446	,0.007435432635247707	,27.82298390481663	,-4.1972462	,0.08998356759548187	,49.983	,12.192999839782715	,1579810167	,8.8652116	,-0.18632634999999892	,-3.0068557	,51.7092056	,-1.3338275156504331	
70point,null	,0.0013326057232916336	,2.47	,87.52846830118737	,0.01529743243008852	,0.0017125909216701984	,28.628746443844914	,-4.40318585	,0.08998356759548187	,49.985	,12.192999839782715	,1579810168	,8.7671451	,-0.22555294999999892	,-3.0068512	,51.7092709	,-1.5877869690396196	
71point,null	,0.004925669636577366	,2.29	,87.70747838126671	,0.01367988996207714	,0.004059086553752422	,29.408281056460346	,-4.4914457	,0.08998356759548187	,49.986	,12.192999839782715	,1579810169	,8.7279185	,-0.17651969999999892	,-3.0068463	,51.7093391	,-1.4977715858028993	
72point,null	,0.0026610523927956802	,2.21	,87.78648125840554	,0.01409695204347372	,-0.005170512944459915	,29.970050455315555	,-4.6287388	,0.08998356759548187	,49.987	,12.192999839782715	,1579810170	,8.73772515	,-0.23535959999999892	,-3.0068409	,51.7094096	,-1.6746538485123714	
73point,null	,0.0031561073847115027	,2.09	,87.90419039068401	,0.011683659628033638	,0.0025609007570892572	,30.478168718240322	,-4.7268053	,0.08998356759548187	,49.99	,12.192999839782715	,1579810171	,8.6102387	,-0.22555294999999895	,-3.0068354	,51.7094825	,-1.6109536900438315	
74point,null	,0.0029560588300228106	,2.01	,87.98534499085481	,0.011188258416950703	,-0.001804998842999339	,30.931597656480783	,-4.69738535	,0.08998356759548187	,49.99	,12.192999839782715	,1579810172	,8.5317855	,-0.16671304999999895	,-3.0068297	,51.7095572	,-1.6767725945372434	
75point,null	,0.002586691407486795	,1.93	,88.06310456012132	,0.00935367587953806	,-0.005521895829588175	,31.269104624127785	,-4.8248718	,0.08998356759548187	,49.989	,12.192999839782715	,1579810173	,8.4729456	,-0.20593964999999895	,-3.006824	,51.7096337	,-1.7612467733663741	
76point,null	,0.002455809153616428	,1.85	,88.14499703416587	,0.002386603504419327	,0.004022733308374882	,31.65039993454374	,-4.9817782	,0.08998356759548187	,49.99	,12.192999839782715	,1579810174	,8.52197885	,-0.20593964999999895	,-3.0068162	,51.7097433	,-1.8960782293987277	
77point,null	,0.002293061697855591	,1.81	,88.18035927137655	,0.006188742816448212	,0.0010185232385993004	,31.99849711049886	,-4.9621649	,0.08998356759548187	,49.991	,12.192999839782715	,1579810175	,8.5121722	,-0.22555294999999895	,-3.0068129	,51.709791	,-1.9115710194270104	
78point,null	,0.0015245617832988496	,1.77	,88.22732418571809	,0.003913014195859432	,-0.008205913007259369	,32.21583714498325	,-5.05042475	,0.08998356759548187	,49.991	,12.142999649047852	,1579810176	,8.42391235	,-0.19613299999999895	,-3.0068074	,51.7098717	,-1.913594889855446	
79point,null	,-0.023443367332220057	,1.9	,88.09936368654738	,-0.16219550371170044	,0.22867938876152039	,30.956674696018478	,-5.1582979	,0.08998356759548187	,49.993	,12.142999649047852	,1579810177	,8.36507245	,-0.215746299999999	,-3.006802	,51.7099533	,0.005695639470349511	
80point,null	,-0.15920132398605347	,9.45	,80.54329829692561	,-0.03964986279606821	,0.11215776205062866	,27.92873913883052	,-5.03081145	,0.08998356759548187	,50.002	,12.192999839782715	,1579810178	,8.4533323	,-0.529559099999999	,-3.0067958	,51.7100356	,2.237959079435434	
81point,null	,-0.17455051839351654	,19.84	,70.15249821541303	,-0.00667617190629246	,0.11281003057956696	,27.158596036323853	,-4.7268053	,0.08998356759548187	,49.991	,12.192999839782715	,1579810179	,8.71811185	,-0.8433718999999988	,-3.0067808	,51.710113	,4.091196227925705	
82point,null	,0.002747301012277605	,26.4	,63.596013508462896	,-0.014419936574995518	,0.17265386879444122	,22.67906940313705	,-4.52086565	,0.08998356759548187	,49.985	,12.192999839782715	,1579810180	,8.7083052	,-0.608012299999999	,-3.00675	,51.7101831	,-0.024661636970648722	
83point,null	,-0.20927484333515167	,32.43	,57.56169676356026	,-0.04384936392307284	,0.10526668280363083	,19.845430529721156	,-4.0991797	,0.08998356759548187	,49.978	,12.192999839782715	,1579810181	,9.05153795	,-0.4707191999999989	,-3.0067079	,51.7102454	,3.2943362001503016	
84point,null	,-0.30416199564933777	,48.32	,41.67575592399945	,-0.02668408490717415	,0.12177347391843796	,18.7613053386163	,-3.6676871	,0.08998356759548187	,49.968	,12.192999839782715	,1579810182	,9.20844435	,-0.6962721499999989	,-3.0066601	,51.7102974	,5.688909382820036	
85point,null	,0.10744993388652802	,53.24	,36.753423004278865	,-0.04854648187756537	,0.06090883910655975	,13.736695458716635	,-3.2558078	,0.08998356759548187	,49.961	,12.192999839782715	,1579810183	,9.2378643	,-0.5883989999999989	,-3.006604	,51.7103368	,-0.36701810729695855	
86point,null	,-0.0458775982260704	,52.7	,37.2970992320227	,-0.07865317910909653	,-0.018945962190628052	,9.376567362410832	,-2.75566865	,0.08998356759548187	,49.963	,12.241999626159668	,1579810184	,9.4732239	,-0.12748644999999884	,-3.0065472	,51.7103665	,-1.2083774311648021	
87point,null	,0.04116609320044519	,52.1	,37.89791682236287	,-0.09828980267047882	,0.0032346697989851236	,4.495475551785591	,-2.1378497	,0.08998356759548187	,49.971	,12.241999626159668	,1579810185	,9.69877685	,-0.1569063999999988	,-3.0064989	,51.7103893	,-1.380050500693372	
88point,null	,-0.0057643251493572955	,50.76	,39.2326689748722	,-0.18799878656864166	,0.021979067474603653	,-2.7053549007549584	,-1.372931	,0.08998356759548187	,49.978	,12.241999626159668	,1579810186	,9.8458766	,-0.1274864499999988	,-3.0064629	,51.7104066	,-1.063454477355473	
89point,null	,0.006258133798837663	,51.22	,38.77713975346196	,-0.004565367475152015	,0.08587723225355148	,-5.4033455769241705	,-0.36284605000000003	,0.08998356759548187	,49.979	,12.241999626159668	,1579810187	,9.83606995	,0.029419950000001208	,-3.0064422	,51.7104171	,3.0130130879553496	
90point,null	,-0.005859291646629576	,50.95	,39.04010545160202	,0.03711545839905739	,0.03741798922419548	,-4.402158519137126	,0.32361945000000003	,0.08998356759548187	,49.976	,12.241999626159668	,1579810188	,9.83606995	,0.4020726500000012	,-3.0064374	,51.7104184	,7.093319219579719	
91point,null	,-1.0879369974136353	,65.39	,24.603875678470995	,0.002886013127863274	,0.054222822189331055	,-4.4609135139248695	,0.55897905	,0.08998356759548187	,49.965	,12.241999626159668	,1579810189	,9.77723005	,0.9904716500000013	,-3.0064374	,51.7104103	,10.578491118583605	
92point,null	,-1.0875723361968994	,144.51	,-54.51306049685975	,0.026146378368139135	,0.002533030929043889	,14.86670756821293	,-1.1375714000000001	,0.08998356759548187	,49.963	,12.192999839782715	,1579810190	,9.73800345	,1.1571847000000013	,-3.0064359	,51.710394	,3.194036366292556	
93point,null	,0.2258932888507843	,174.25	,-84.25476406784342	,0.04702115803956988	,0.09904438257217407	,17.439622753083814	,-2.10842975	,0.08998356759548187	,49.958	,12.192999839782715	,1579810191	,9.6497436	,-0.45110589999999884	,-3.0064303	,51.7103697	,-6.035810848783588	
94point,null	,-0.27344629168510437	,166.3	,-76.30801655345202	,-0.18662628531455996	,0.07418055832386017	,15.369605859064512	,-2.745862	,0.08998356759548187	,49.96	,12.192999839782715	,1579810192	,9.52225715	,-0.20593964999999886	,-3.0064172	,51.7103374	,4.328196535049172	
95point,null	,-0.20717556774616241	,186.99	,-96.9854890024042	,0.013464409857988332	,0.0923633947968483	,16.421239840287623	,-2.69682875	,0.08998356759548187	,49.972	,12.192999839782715	,1579810193	,9.463417250000001	,-0.6472388999999988	,-3.006404	,51.7102985	,0.997052658905069	
96point,null	,-0.14367948472499847	,196.07	,-106.06890293809082	,0.05454747378826139	,0.011612741276621819	,19.2991161414104	,-2.67721545	,0.08998356759548187	,49.979	,12.192999839782715	,1579810194	,9.54187045	,-0.6668521999999989	,-3.0064007	,51.710259	,1.0135832108003773	
97point,null	,0.18317089974880219	,197.94	,-107.93328503431582	,-0.07605172693729398	,-0.09852041304111481	,13.307110710868688	,-2.91257505	,0.08998356759548187	,49.989	,12.192999839782715	,1579810195	,9.40457735	,-0.5687856999999988	,-3.0064099	,51.7102193	,-5.8022170985086845	
