0,"0.0	","1.2009682532858392e-15	","9.80665	","1579810097	","-3.0064964	","51.709745	"
1,"0.0	","1.202169221539125e-15	","9.81645665	","1579810098	","-3.0064964	","51.709745	"
2,"0.0	","1.202169221539125e-15	","9.81645665	","1579810099	","-3.0064964	","51.709745	"
3,"0.0	","1.202169221539125e-15	","9.81645665	","1579810100	","-3.0064964	","51.709745	"
4,"0.0	","1.202169221539125e-15	","9.81645665	","1579810101	","-3.0064964	","51.709745	"
5,"0.0	","1.202169221539125e-15	","9.81645665	","1579810102	","-3.0064964	","51.709745	"
6,"0.0	","1.202169221539125e-15	","9.81645665	","1579810103	","-3.0064964	","51.709745	"
7,"0.0	","1.202169221539125e-15	","9.81645665	","1579810104	","-3.0064964	","51.709745	"
8,"0.0	","1.202169221539125e-15	","9.81645665	","1579810105	","-3.0064964	","51.709745	"
9,"0.0	","1.2009682532858392e-15	","9.80665	","1579810106	","-3.0064964	","51.709745	"
10,"-0.00980665	","0.00980665000000128	","10.46369555	","1579810107	","-3.0064964	","51.709745	"
11,"0.22555295	","0.24516625000000128	","10.50292215	","1579810108	","-3.0064975	","51.7097462	"
12,"0.08825985	","0.01961330000000123	","10.01258965	","1579810109	","-3.0064995	","51.7097486	"
13,"-0.0588399	","-0.1274864499999988	","9.8654899	","1579810111	","-3.0064989	","51.7097478	"
14,"-0.0784532	","0.009806650000001202	","9.81645665	","1579810112	","-3.0064976	","51.7097465	"
15,"-0.02941995	","1.2105759993121259e-15	","9.8851032	","1579810112	",-3.0064975,"51.7097462	"
16,"0.02941995	","1.2009682532858392e-15	","9.80665	","1579810113	","-3.0064975	","51.7097463	"
17,"0.0392266	","0.0588399000000012	","9.81645665	","1579810114	","-3.0064976	","51.7097463	"
18,"0.0	","-0.009806649999998796	","9.8262633	","1579810116	","-3.0064976	","51.7097463	"
19,"0.00980665	","-0.009806649999998801	","9.7870367	","1579810117	","-3.0064976	","51.7097463	"
20,"0.0	","0.04903325000000121	","9.85568325	","1579810118	","-3.0064976	","51.7097464	"
21,"-0.02941995	","1.2069730945522684e-15	","9.85568325	","1579810119	","-3.0064976	","51.7097464	"
22,"-0.0196133	","-0.0294199499999988	","9.8262633	","1579810120	","-3.0064976	","51.7097464	"
23,"0.0588399	","0.029419950000001194	","9.73800345	","1579810121	","-3.0064976	","51.7097465	"
24,"-0.0784532	","-0.009806649999998791	","9.8654899	","1579810122	","-3.0064978	","51.7097468	"
25,"0.02941995	","0.049033250000001194	","9.77723005	","1579810123	","-3.0064979	","51.7097468	"
26,"0.06864655	","-0.029419949999998803	","9.79684335	","1579810124	","-3.0064979	","51.7097469	"
27,"0.0196133	","1.2009682532858392e-15	","9.80665	","1579810125	","-3.0064979	","51.7097469	"
28,"0.0392266	","0.009806650000001204	","9.83606995	","1579810126	","-3.0064979	","51.709747	"
29,"-0.0196133	","-0.019613299999998793	","9.85568325	","1579810127	","-3.0064979	","51.709747	"
30,"0.00980665	","0.04903325000000112	","9.12999115	","1579810128	","-3.0064979	","51.709747	"
31,"0.0	","0.02941995000000106	","8.629852	","1579810129	","-3.0064979	","51.709747	"
32,"0.10787315	","-0.39226599999999884	","9.42419065	","1579810130	","-3.0064956	","51.709747	"
33,"0.20593965	","-0.9806649999999988	","9.7085835	","1579810131	","-3.0064819	","51.709747	"
34,"-1.4317709	","-0.6570455499999988	","9.7478101	","1579810132	","-3.0064558	","51.7097482	"
35,"-2.1378497	","0.4020726500000012	","9.62032365	","1579810133	","-3.0064158	","51.7097483	"
36,"-2.6085689	","-0.07845319999999885	","9.48303055	","1579810134	","-3.0063619	","51.7097459	"
37,"-2.14765635	","-0.1667130499999988	","9.6497436	","1579810135	","-3.0063057	","51.7097429	"
